DCid	species	factor	factor_type	GSM	GSE	cellLine	CellType	Tissue	res_path	res_size	narrowPeak	peakXls	bigwig	summit	RP	X5foldPeakRP	json	bam	TreatOrControlReplicates	ReadLength	FastQC	RawReadsNumber	UniquelyMappedReadsNumber	UniquelyMappedRatio	PBC	FRiP	PeaksNumber	PeaksFoldChange..10	PeaksFoldChange..20	FragmentSize	ChIPReplicatesPairwiseLabels	ReplicatesOverlapRatio	ReplicatesWigCorrelation	MergedPeaksNumber	MergedPeaksFoldChange..10	MergedPeaksFoldChange..20	MergedPeaksPromoterPercentage	MergedPeaksExonPercentage	MergedPeaksIntronPercentage	MergedPeaksIntergenicPercentage	MergedPeaksUnionDHSRatio
40740	Homo_sapiens	DNase	ca	GSM878632	GSE18927	None	None	Fetal_Muscle_Back	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset40740	237M	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset40740/40740_sort_peaks.narrowPeak.bed	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset40740/40740_peaks.xls	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset40740/40740_treat.bw	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset40740/40740_sort_summits.bed	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset40740/attic/40740_gene_score.txt	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset40740/attic/40740_gene_score_5fold.txt	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset40740/attic/json	NA	40740_treat_rep1	36	38	39955199	28503425	0.7134	0.981	0.3295025	124753	25300	822	52	NA	NA	NA	124753	25300	822	0.100524686	0.05662436	0.389077869	0.453773085	0.9756
40741	Homo_sapiens	DNase	ca	GSM878625	GSE18927	None	None	Fetal_Muscle_Arm	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset40741	270M	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset40741/40741_sort_peaks.narrowPeak.bed	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset40741/40741_peaks.xls	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset40741/40741_treat.bw	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset40741/40741_sort_summits.bed	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset40741/attic/40741_gene_score.txt	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset40741/attic/40741_gene_score_5fold.txt	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset40741/attic/json	NA	40741_treat_rep1	36	37	49531101	33546089	0.6773	0.982	0.320141	126697	28809	1316	49	NA	NA	NA	126697	28809	1316	0.100377621	0.057978228	0.391832962	0.44981119	0.9738
40742	Homo_sapiens	DNase	ca	GSM878641	GSE18927	None	None	Fetal_Skin_Upper_Back	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset40742	248M	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset40742/40742_sort_peaks.narrowPeak.bed	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset40742/40742_peaks.xls	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset40742/40742_treat.bw	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset40742/40742_sort_summits.bed	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset40742/attic/40742_gene_score.txt	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset40742/attic/40742_gene_score_5fold.txt	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset40742/attic/json	NA	40742_treat_rep1	36	37	73666622	44556019	0.6048	0.949	0.61839025	191508	82328	15459	62	NA	NA	NA	191508	82328	15459	0.067870206	0.039408507	0.420540286	0.472181001	0.9818
40743	Homo_sapiens	DNase	ca	GSM878665	GSE51336	None	None	Fetal_Stomach	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset40743	268M	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset40743/40743_sort_peaks.narrowPeak.bed	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset40743/40743_peaks.xls	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset40743/40743_treat.bw	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset40743/40743_sort_summits.bed	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset40743/attic/40743_gene_score.txt	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset40743/attic/40743_gene_score_5fold.txt	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset40743/attic/json	NA	40743_treat_rep1	36	38	51230055	32485216	0.6341	0.982	0.26569025	107113	23225	484	52	NA	NA	NA	107113	23225	484	0.124758139	0.063729751	0.400764607	0.410747502	0.9726
40744	Homo_sapiens	DNase	ca	GSM878618	GSE18927	None	None	Fetal_Muscle_Arm	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset40744	208M	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset40744/40744_sort_peaks.narrowPeak.bed	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset40744/40744_peaks.xls	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset40744/40744_treat.bw	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset40744/40744_sort_summits.bed	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset40744/attic/40744_gene_score.txt	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset40744/attic/40744_gene_score_5fold.txt	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset40744/attic/json	NA	40744_treat_rep1	36	38	29378013	23341539	0.7945	0.991	0.17197775	76309	9803	39	53	NA	NA	NA	76309	9803	39	0.140901993	0.066225774	0.366032883	0.42683935	0.9698
40745	Homo_sapiens	DNase	ca	GSM878615	GSE18927	H1	Embryonic_Stem_Cell	Embryo	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset40745	270M	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset40745/40745_sort_peaks.narrowPeak.bed	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset40745/40745_peaks.xls	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset40745/40745_treat.bw	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset40745/40745_sort_summits.bed	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset40745/attic/40745_gene_score.txt	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset40745/attic/40745_gene_score_5fold.txt	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset40745/attic/json	NA	40745_treat_rep1	36	38	50345835	34938952	0.694	0.986	0.14923025	49682	8941	52	94	NA	NA	NA	49682	8941	52	0.196202404	0.107443693	0.324573275	0.371780628	0.9726
40746	Homo_sapiens	DNase	ca	GSM878654	GSE18927	None	None	Fetal_Muscle_Trunk	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset40746	337M	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset40746/40746_sort_peaks.narrowPeak.bed	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset40746/40746_peaks.xls	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset40746/40746_treat.bw	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset40746/40746_sort_summits.bed	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset40746/attic/40746_gene_score.txt	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset40746/attic/40746_gene_score_5fold.txt	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset40746/attic/json	NA	40746_treat_rep1	36	36	70281751	46138299	0.6565	0.977	0.39878975	154521	34338	1453	54	NA	NA	NA	154521	34338	1453	0.084673528	0.052625443	0.400231876	0.462469153	0.9774
40747	Homo_sapiens	DNase	ca	GSM878667	GSE51336	None	Cortex	Fetal_Kidney	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset40747	288M	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset40747/40747_sort_peaks.narrowPeak.bed	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset40747/40747_peaks.xls	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset40747/40747_treat.bw	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset40747/40747_sort_summits.bed	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset40747/attic/40747_gene_score.txt	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset40747/attic/40747_gene_score_5fold.txt	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset40747/attic/json	NA	40747_treat_rep1	36	38	50855014	36643213	0.7205	0.977	0.387064	163123	34737	1215	56	NA	NA	NA	163123	34737	1215	0.088197759	0.055342177	0.407390819	0.449069245	0.975
40748	Homo_sapiens	DNase	ca	GSM878630	GSE51336	None	Epithelium	Fetal_Heart	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset40748	293M	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset40748/40748_sort_peaks.narrowPeak.bed	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset40748/40748_peaks.xls	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset40748/40748_treat.bw	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset40748/40748_sort_summits.bed	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset40748/attic/40748_gene_score.txt	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset40748/attic/40748_gene_score_5fold.txt	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset40748/attic/json	NA	40748_treat_rep1	36	37	58147017	42472694	0.7304	0.969	0.48440975	172251	52472	4286	56	NA	NA	NA	172251	52472	4286	0.080761254	0.053405137	0.450536491	0.415297118	0.9748
40749	Homo_sapiens	DNase	ca	GSM878664	GSE51336	None	None	Fetal_Muscle_Trunk	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset40749	355M	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset40749/40749_sort_peaks.narrowPeak.bed	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset40749/40749_peaks.xls	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset40749/40749_treat.bw	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset40749/40749_sort_summits.bed	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset40749/attic/40749_gene_score.txt	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset40749/attic/40749_gene_score_5fold.txt	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset40749/attic/json	NA	40749_treat_rep1	36	38	63293098	44078376	0.6964	0.984	0.27566175	120401	24606	552	51	NA	NA	NA	120401	24606	552	0.10350047	0.058083349	0.390831746	0.447584435	0.9756
40750	Homo_sapiens	DNase	ca	GSM878638	GSE18927	None	None	Fetal_Muscle_Arm	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset40750	227M	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset40750/40750_sort_peaks.narrowPeak.bed	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset40750/40750_peaks.xls	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset40750/40750_treat.bw	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset40750/40750_sort_summits.bed	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset40750/attic/40750_gene_score.txt	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset40750/attic/40750_gene_score_5fold.txt	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset40750/attic/json	NA	40750_treat_rep1	36	38	35327346	26297625	0.7444	0.986	0.2299925	95258	17551	452	54	NA	NA	NA	95258	17551	452	0.120702883	0.059347774	0.375602989	0.444346355	0.973
40751	Homo_sapiens	DNase	ca	GSM878614	GSE18927	H1	Embryonic_Stem_Cell	Embryo	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset40751	338M	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset40751/40751_sort_peaks.narrowPeak.bed	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset40751/40751_peaks.xls	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset40751/40751_treat.bw	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset40751/40751_sort_summits.bed	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset40751/attic/40751_gene_score.txt	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset40751/attic/40751_gene_score_5fold.txt	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset40751/attic/json	NA	40751_treat_rep1	36	36	55673713	40397972	0.7256	0.991	0.1072755	63619	10676	57	108	NA	NA	NA	63619	10676	57	0.122107422	0.058821674	0.36338828	0.455682625	0.9762
40752	Homo_sapiens	DNase	ca	GSM878663	GSE51336	None	None	Fetal_Spinal_Cord	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset40752	319M	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset40752/40752_sort_peaks.narrowPeak.bed	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset40752/40752_peaks.xls	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset40752/40752_treat.bw	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset40752/40752_sort_summits.bed	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset40752/attic/40752_gene_score.txt	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset40752/attic/40752_gene_score_5fold.txt	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset40752/attic/json	NA	40752_treat_rep1	36	37	53690632	39102189	0.7283	0.985	0.27123825	125102	24773	1028	53	NA	NA	NA	125102	24773	1028	0.099627926	0.055235047	0.399495899	0.445641128	0.9736
40753	Homo_sapiens	DNase	ca	GSM878635	GSE18927	None	None	Fetal_Skin_Abdomen	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset40753	287M	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset40753/40753_sort_peaks.narrowPeak.bed	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset40753/40753_peaks.xls	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset40753/40753_treat.bw	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset40753/40753_sort_summits.bed	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset40753/attic/40753_gene_score.txt	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset40753/attic/40753_gene_score_5fold.txt	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset40753/attic/json	NA	40753_treat_rep1	36	37	55584354	40390100	0.7266	0.973	0.36640875	135006	50832	5283	67	NA	NA	NA	135006	50832	5283	0.083079935	0.042296453	0.416067164	0.458556447	0.9796
40754	Homo_sapiens	DNase	ca	GSM878650	GSE51336	None	None	Fetal_Brain	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset40754	293M	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset40754/40754_sort_peaks.narrowPeak.bed	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset40754/40754_peaks.xls	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset40754/40754_treat.bw	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset40754/40754_sort_summits.bed	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset40754/attic/40754_gene_score.txt	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset40754/attic/40754_gene_score_5fold.txt	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset40754/attic/json	NA	40754_treat_rep1	36	30	59480249	34868016	0.5862	0.987	0.31684025	151981	35074	2378	58	NA	NA	NA	151981	35074	2378	0.081172209	0.047928877	0.390675008	0.480223905	0.975
40755	Homo_sapiens	DNase	ca	GSM878643	GSE18927	None	None	Fetal_Skin_Biceps_Right	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset40755	249M	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset40755/40755_sort_peaks.narrowPeak.bed	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset40755/40755_peaks.xls	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset40755/40755_treat.bw	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset40755/40755_sort_summits.bed	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset40755/attic/40755_gene_score.txt	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset40755/attic/40755_gene_score_5fold.txt	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset40755/attic/json	NA	40755_treat_rep1	36	35	62719470	41874754	0.6677	0.956	0.5522545	161063	68230	12087	64	NA	NA	NA	161063	68230	12087	0.074860793	0.04068062	0.422000845	0.462457741	0.9816
40756	Homo_sapiens	DNase	ca	GSM878634	GSE18927	None	Fibroblast	Fetal_Skin_Scalp	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset40756	187M	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset40756/40756_sort_peaks.narrowPeak.bed	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset40756/40756_peaks.xls	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset40756/40756_treat.bw	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset40756/40756_sort_summits.bed	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset40756/attic/40756_gene_score.txt	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset40756/attic/40756_gene_score_5fold.txt	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset40756/attic/json	NA	40756_treat_rep1	36	38	45046481	31978963	0.7099	0.94	0.611424	147940	71861	15153	61	NA	NA	NA	147940	71861	15153	0.082230144	0.043577377	0.418821747	0.455370732	0.9784
40757	Homo_sapiens	DNase	ca	GSM878666	GSE51336	None	Epithelium	Fetal_Kidney	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset40757	224M	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset40757/40757_sort_peaks.narrowPeak.bed	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset40757/40757_peaks.xls	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset40757/40757_treat.bw	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset40757/40757_sort_summits.bed	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset40757/attic/40757_gene_score.txt	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset40757/attic/40757_gene_score_5fold.txt	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset40757/attic/json	NA	40757_treat_rep1	36	38	36686739	26519430	0.7229	0.981	0.2561325	114908	22251	667	56	NA	NA	NA	114908	22251	667	0.112079104	0.058936272	0.391392604	0.43759202	0.9728
40758	Homo_sapiens	DNase	ca	GSM878612	GSE18927	H9	Embryonic_Stem_Cell	Embryo	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset40758	348M	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset40758/40758_sort_peaks.narrowPeak.bed	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset40758/40758_peaks.xls	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset40758/40758_treat.bw	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset40758/40758_sort_summits.bed	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset40758/attic/40758_gene_score.txt	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset40758/attic/40758_gene_score_5fold.txt	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset40758/attic/json	NA	40758_treat_rep1	36	37	58188738	41568486	0.7144	0.99	0.13425725	83585	7309	15	113	NA	NA	NA	83585	7309	15	0.144196755	0.07937117	0.34800283	0.428429245	0.968
